Price,Close,High,Low,Open,Volume
Ticker,PODDARMENT.NS,PODDARMENT.NS,PODDARMENT.NS,PODDARMENT.NS,PODDARMENT.NS
Date,,,,,
2016-11-22,185.31222534179688,195.17022930947948,181.78505809287026,195.17022930947948,4545
2016-11-23,187.980224609375,188.92983699986522,178.0769977933604,178.16744364012075,1866
2016-11-24,190.01515197753906,192.41181536807667,180.88067249642933,180.88067249642933,483
2016-11-25,196.02943420410156,199.8731486002604,194.58238326433096,198.0643418255974,667
2016-11-28,198.561767578125,213.71052440209792,185.49314131686697,188.29678355348221,3197
2016-11-29,199.05918884277344,204.93781079460334,197.38603707490478,197.38603707490478,312
2016-11-30,203.44554138183594,207.10837789946675,192.8640243976475,192.8640243976475,1326
2016-12-01,195.84852600097656,202.40544954517853,195.80330307858307,195.84852600097656,135
2016-12-02,197.15992736816406,197.15992736816406,189.92470067575437,197.15992736816406,331
2016-12-05,197.56690979003906,204.39515786822315,187.88979666868744,187.88979666868744,1483
2016-12-06,196.70773315429688,199.87314495218212,192.9544646854159,192.9544646854159,460
2016-12-07,192.32138061523438,202.2246090462451,189.92471708632823,196.70774269655425,1058
2016-12-08,198.01910400390625,201.95326396296443,195.30589404596253,201.81759518500758,586
2016-12-09,201.6819610595703,206.20397812368623,198.51654911468916,198.51654911468916,1055
2016-12-12,207.33445739746094,207.9675369501051,203.49074335628666,203.6263983318178,463
2016-12-13,203.4907684326172,203.4907684326172,203.4907684326172,203.4907684326172,83
2016-12-14,201.41062927246094,204.39516317620433,183.27733880587937,204.34994024734,330
2016-12-15,195.712890625,201.6819585967837,195.712890625,200.77755519500437,408
2016-12-16,190.1055908203125,203.490763822906,188.11590611184198,194.80848571308843,1201
2016-12-19,189.6533966064453,204.98303199264154,188.65856111300525,197.70259541755772,418
2016-12-20,189.33685302734375,198.01911719089523,189.15596131135487,197.973894261898,125
2016-12-21,188.65853881835938,198.0643278635282,188.56809296596177,188.65853881835938,526
2016-12-22,183.63909912109375,198.06432949064353,182.19204827144188,196.16507697548792,1219
2016-12-23,187.30194091796875,198.96873871339605,182.01117575486796,183.91042832626314,508
2016-12-26,178.61965942382812,185.4026844652393,177.2630544155459,185.4026844652393,360
2016-12-27,179.47885131835938,185.3574733970163,176.35866235970775,177.48916660560332,295
2016-12-28,180.8806610107422,181.87551016634097,162.79259490966797,179.4788331278891,2166
2016-12-29,183.14169311523438,183.14169311523438,181.78508798104744,181.78508798104744,52
2016-12-30,188.0706787109375,195.3511286257602,188.0706787109375,195.3511286257602,120
2017-01-02,183.27734375,186.307100664339,154.20077991878543,182.8251420493584,2667
2017-01-03,189.92469787597656,192.63790784563338,180.97111049614892,182.77991714258678,1914
2017-01-04,190.8291015625,191.23608029870343,187.70891285147428,189.02029491261848,664
2017-01-05,195.80331420898438,196.1650700084994,192.6379026628807,192.6379026628807,600
2017-01-06,190.87432861328125,196.97905118854547,189.9247023415535,190.6934507044045,753
2017-01-09,198.33567810058594,200.77756464024432,197.2503967274157,198.06435430726805,5301
2017-01-10,202.7672119140625,205.29954384931614,199.87312418810072,205.29954384931614,1588
2017-01-11,201.5463104248047,203.49077228437042,199.8731585548705,202.58636885199545,764
2017-01-12,197.2051544189453,207.10836840125612,196.70772981342012,200.77754491300811,2509
2017-01-13,202.4958953857422,202.4958953857422,195.7128705675494,195.7128705675494,318
2017-01-16,198.29043579101562,204.71170513826755,191.50741062142558,202.49590587612144,2500
2017-01-17,200.59666442871094,206.20396240063815,199.873138993601,203.3098744602983,3855
2017-01-18,201.18450927734375,203.89771914972897,198.29042150681934,200.32532891110824,1967
2017-01-19,202.4054718017578,204.39515640497208,198.96873632342414,203.35509807604868,1029
2017-01-20,202.45069885253906,202.72200882206246,198.51653869324784,199.8731437412655,2541
2017-01-23,207.96755981445312,209.82158955111026,205.29957253492253,207.96755981445312,1957
2017-01-24,206.47525024414062,208.9171360877441,197.79297413344213,208.9171360877441,2638
2017-01-25,206.15872192382812,208.46495301437565,204.39513831344425,207.1083481140652,771
2017-01-27,240.11904907226562,245.9976698593456,221.62400643293364,221.62400643293364,116154
2017-01-30,241.4304962158203,261.73433577930086,238.7624951728613,239.5764527045467,40329
2017-01-31,238.03897094726562,247.5352060499459,231.79856579963027,247.5352060499459,9164
2017-02-01,239.2146759033203,240.57128087063592,231.70813945758673,231.70813945758673,7103
2017-02-02,241.4304962158203,245.99772229931162,236.36583170726485,240.57130195447385,5226
2017-02-03,241.83743286132812,245.0932902069957,238.76246721271906,240.57127378251238,9295
2017-02-06,237.99375915527344,241.5209270429233,237.270247445059,240.57131447324153,4125
2017-02-07,237.1345977783203,243.2845302539523,234.2857048048494,234.33094153788096,8197
2017-02-08,240.8425750732422,245.99768465198386,235.37094643631912,239.66686188520487,2651
2017-02-09,243.9176025390625,248.71092941127216,240.57129899417598,240.6165081230795,6614
2017-02-10,247.1282196044922,248.75613462219093,242.7418577621034,247.263874589267,9086
2017-02-13,237.40589904785156,244.23413386609937,235.05444462295623,244.23413386609937,11481
2017-02-14,235.5518798828125,243.10362629885688,234.28569302484408,243.10362629885688,3106
2017-02-15,228.3166046142578,238.71725610421282,226.10081934469952,236.5014570345557,8263
2017-02-16,225.10598754882812,234.24046687359115,224.29203005656603,234.24046687359115,5916
2017-02-17,225.69386291503906,230.62285850342556,225.19643830334496,228.81405177006536,7435
2017-02-20,225.55819702148438,229.3567022503153,222.48323105539308,222.48323105539308,8933
2017-02-21,229.8089141845703,232.79343442584704,224.74424952040803,224.74424952040803,14983
2017-02-22,231.6813507080078,235.10656295346757,227.52543766662944,227.52543766662944,7430
