Price,Close,High,Low,Open,Volume
Ticker,MANINDS.NS,MANINDS.NS,MANINDS.NS,MANINDS.NS,MANINDS.NS
Date,,,,,
2010-01-04,39.595279693603516,40.03604234158143,38.93413291933607,40.03604234158143,100153
2010-01-05,39.37489318847656,43.92945241905343,39.00759006991876,40.036039922800775,240856
2010-01-06,39.33816146850586,40.25641921894857,38.93412861877112,39.37489121806352,158386
2010-01-07,40.219688415527344,41.32159768718562,39.00758709578315,39.558541731612294,428985
2010-01-08,39.852386474609375,41.57870992908709,39.74219442334472,40.40334112633208,192445
2010-01-11,40.32988357543945,41.10121956465597,39.85238839995759,40.58699463774482,227968
2010-01-12,39.778926849365234,40.770644098406365,39.74219429752646,40.47680049749774,113855
2010-01-13,40.55025863647461,41.35832425257665,39.117776133111924,39.301427664253296,272518
2010-01-14,41.688899993896484,42.46023590909446,40.66045023876577,41.06448587261721,389093
2010-01-15,41.65217208862305,42.23985648799598,41.50525028820474,41.872553388100364,137516
2010-01-18,42.09292984008789,43.63560436337275,41.137942450797226,41.137942450797226,325289
2010-01-19,41.72563171386719,42.53370021746144,41.5052504137234,42.019475315592416,136796
2010-01-20,41.46852111816406,41.98274602566385,41.211407263264014,41.43179136812128,74921
2010-01-21,40.036033630371094,41.652167658479094,39.889111845579464,41.174672558481284,80100
2010-01-22,39.33816146850586,39.66873481912529,38.12606291930163,39.3014317189482,85860
2010-01-25,39.411624908447266,39.85238752047244,38.05260171715233,38.05260171715233,60367
2010-01-27,38.3464469909668,39.59527818230546,38.27298468424072,39.411626618940964,92812
2010-01-28,37.42818069458008,39.4850771778009,36.84049638541696,38.27297601328336,88178
2010-01-29,40.32988357543945,40.991027508067724,36.21608696245069,36.730311889361836,615399
2010-02-01,40.7706413269043,41.87255055195576,40.47679774597054,40.88083337032947,331139
2010-02-02,40.036033630371094,41.61543791285617,39.778922608710715,41.43178638244163,198196
2010-02-03,40.29315185546875,41.395061234950674,39.668737661349184,40.40334391433713,400835
2010-02-04,40.440067291259766,41.87254981921938,39.815653195577376,40.403337544860804,357238
2010-02-05,39.485084533691406,41.064489035959205,39.007589367247554,39.52181428442547,250702
2010-02-08,40.55025863647461,41.06448348413044,39.08104638734365,40.21968531996015,155666
2010-02-09,40.991024017333984,43.63560792953951,40.62372092971935,41.7990924914663,505507
2010-02-10,40.807376861572266,42.16640011326326,40.58699554576576,41.652175174847756,161871
2010-02-11,40.440067291259766,41.468517004230776,40.21968601056598,41.32159521633491,164302
2010-02-15,40.18295669555664,41.13794412368211,40.109494399670034,40.66044900846935,133438
2010-02-16,40.219688415527344,40.69718355416601,39.81565557637934,40.69718355416601,63545
2010-02-17,40.55025863647461,40.95429144452563,40.403336851101514,40.55025863647461,55731
2010-02-18,40.32988357543945,40.77064619719163,40.18296176742193,40.550264886315546,61273
2010-02-19,39.88911819458008,41.06448985769263,39.44835557235063,41.06448985769263,127776
2010-02-22,39.99930953979492,40.58699395974748,39.338162815910565,40.18296109617387,185831
2010-02-23,39.15451431274414,39.81566108818377,38.86067348100475,39.81566108818377,95428
2010-02-24,38.97085952758789,39.22797338674033,38.566826665834455,38.89740002628739,48210
2010-02-25,38.93412780761719,40.10949658277612,37.832218530043114,38.64028421267735,52247
2010-02-26,39.044315338134766,39.852380927260654,38.01586567715648,38.41989847171942,35218
2010-03-02,39.70546340942383,40.32988034287427,39.08104927827357,40.03603675039169,39211
2010-03-03,40.55025863647461,40.77063991338426,39.448349449626384,40.03603378881878,75332
2010-03-04,41.83582305908203,42.056204355506736,40.32988093082961,40.99102482010373,192783
2010-03-05,43.96617889404297,45.06808816760094,41.98274444347878,42.056203940795896,720366
2010-03-08,47.198448181152344,49.0349636745824,44.810978039693275,45.17828113837929,1877041
2010-03-09,49.10842514038086,50.24706703375468,47.0147985149329,47.749404741728725,1234891
2010-03-10,56.8217887878418,57.5931275442806,49.843029846235616,49.843029846235616,4260666
2010-03-11,54.39759063720703,57.96042953948112,53.00183775462324,57.51966694619162,1594785
2010-03-12,53.62625503540039,55.3158516139725,52.63453774128232,54.360861268762044,539459
2010-03-15,53.22221755981445,53.84663732067099,52.744728008007336,53.29568266433917,229922
2010-03-16,54.69143295288086,55.27912019345563,52.15704363767907,53.11203400246284,371205
2010-03-17,55.168922424316406,56.12391269024185,54.06701316575642,54.36085675562582,278910
2010-03-18,56.38102722167969,57.225825493152676,55.16892584127068,55.9769915600098,353517
2010-03-19,55.90353012084961,57.005439409452165,55.462767526328676,55.71987857274918,297202
2010-03-22,54.83834457397461,56.49120824134732,54.54450102329955,54.91180406049349,190315
2010-03-23,55.095458984375,55.976984086285036,54.654696433419986,55.64641357421875,167708
2010-03-25,53.699710845947266,55.24238270902748,52.891645165724334,55.09546371429618,113837
2010-03-26,52.487606048583984,54.728156999812285,52.230495022525005,53.920091373084055,93160
2010-03-29,52.52434539794922,53.626254741962136,52.157042283278244,53.626254741962136,56333
2010-03-30,56.1239128112793,57.519665662718765,52.377422445015696,52.52434143796708,481553
2010-03-31,56.78506088256836,57.225823476841505,55.572959544866876,56.85852038084714,345653
2010-04-01,55.4627685546875,57.74004667243667,55.09546545167632,57.189092017919904,104061
2010-04-05,54.948551177978516,55.83007645917775,54.581248043378665,55.24238920197756,145516
2010-04-06,54.213951110839844,55.09547649288533,53.77318281521541,55.09547649288533,76404
